"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3KWTYT08704EUHL5NNZ7Y1BE3SZ5L6","A3NMU6AVMQ0QDB","Submitted","Fri Dec 21 15:59:59 PST 2018","Fri Dec 21 16:37:54 PST 2018","Mon Dec 24 16:37:54 PST 2018","","","","2275","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7e9092559_MU6AVMQ0QDBA3N_86b9dd66a83c2"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3LRLIPTPEQA0GHF4XJENRCEL662AKL","A3EF8GZ0SK81BS","Submitted","Fri Dec 21 16:15:29 PST 2018","Fri Dec 21 16:45:06 PST 2018","Mon Dec 24 16:45:06 PST 2018","","","","1777","100% (2/2)","100% (2/2)","0% (0/0)","5c1d824214de9_F8GZ0SK81BSA3E_7a96c18fbe7fe"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3MD9PLUKKIF2PV8F6OM20XMY9M3NZT","A272X64FOZFYLB","Submitted","Fri Dec 21 15:53:34 PST 2018","Fri Dec 21 16:05:12 PST 2018","Mon Dec 24 16:05:12 PST 2018","","","","698","100% (4/4)","100% (4/4)","100% (1/1)","5c1d7f4f2a35b_2X64FOZFYLBA27_d3564c48e1884"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3NG53N1RLVKN8KJ5DDZHR2UPASXP8M","APQGTC5OPKSYF","Submitted","Fri Dec 21 15:56:56 PST 2018","Fri Dec 21 16:01:06 PST 2018","Mon Dec 24 16:01:06 PST 2018","","","","250","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7dce355ca_GTC5OPKSYFAPQ_546a469fd4719"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3OF2M9AATGP1HPNC9BUM855UFSYKZN","A2BRZKFG6WAVER","Submitted","Fri Dec 21 18:01:58 PST 2018","Fri Dec 21 18:14:20 PST 2018","Mon Dec 24 18:14:20 PST 2018","","","","742","100% (1/1)","0% (0/0)","0% (0/0)","5c1d9b3b91112_RZKFG6WAVERA2B_e342b76153b7a"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3PH3VY7DJLYSCPHTYPDPWGZP2Y8ZWX","AOS2PVHT2HYTL","Submitted","Fri Dec 21 15:56:34 PST 2018","Fri Dec 21 16:23:20 PST 2018","Mon Dec 24 16:23:20 PST 2018","","","","1606","0% (0/0)","0% (0/0)","0% (0/0)","5c1d81fd05927_2PVHT2HYTLAOS_440def6830de3"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3PMBY0YE2744S0TBD0JP7YQTVF09CH","A26NGLGGFTATVN","Submitted","Fri Dec 21 15:53:34 PST 2018","Fri Dec 21 16:07:37 PST 2018","Mon Dec 24 16:07:37 PST 2018","","","","843","100% (7/7)","100% (5/5)","100% (2/2)","5c1d7f3847749_NGLGGFTATVNA26_b4ff90de4f541"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3PPTZCWALQLNSSL7MGEJ4RH3EYRZQV","A1UJRYZA3748OU","Submitted","Fri Dec 21 18:12:15 PST 2018","Fri Dec 21 18:35:51 PST 2018","Mon Dec 24 18:35:51 PST 2018","","","","1416","100% (1/1)","0% (0/0)","0% (0/0)","5c1da115e9e3b_JRYZA3748OUA1U_7561c2768a994"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3R0T90IZ1SDJ7AGJR6PZZFCGZSKGC4","A2EJ7U3TZAKROG","Submitted","Fri Dec 21 17:00:16 PST 2018","Fri Dec 21 18:36:12 PST 2018","Mon Dec 24 18:36:12 PST 2018","","","","5756","0% (0/0)","0% (0/0)","0% (0/0)","5c1da0ecb4497_J7U3TZAKROGA2E_4763a8cd4ba95"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3R3YRB5GRF4EJDKGRXIPXZNJ8XVAUD","A1ELPYAFO7MANS","Submitted","Fri Dec 21 16:03:49 PST 2018","Fri Dec 21 16:11:56 PST 2018","Mon Dec 24 16:11:56 PST 2018","","","","487","0% (0/0)","0% (0/0)","0% (0/0)","5c1d802a0420e_LPYAFO7MANSA1E_e1a3010332c1d"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3R9WASFE2ZHQ13VY803PSSDP7VHZFY","A8WUIM7FKXJJ0","Submitted","Fri Dec 21 15:54:13 PST 2018","Fri Dec 21 15:58:38 PST 2018","Mon Dec 24 15:58:38 PST 2018","","","","265","100% (1/1)","100% (1/1)","0% (0/0)","5c1d7d28b974e_UIM7FKXJJ0A8W_b233bb5017d62"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3SNVL38CI4TO9WC2HXAEX74969CKCM","ALV4DAF8DIJ37","Submitted","Fri Dec 21 15:54:07 PST 2018","Fri Dec 21 16:06:32 PST 2018","Mon Dec 24 16:06:32 PST 2018","","","","745","100% (2/2)","100% (2/2)","0% (0/0)","5c1d7e3d39859_4DAF8DIJ37ALV_eb798a7c7f87c"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3TMFV4NEP8FDSTG6PZDCJW2L3P38W3","A1FYWSPNO7KN1O","Submitted","Fri Dec 21 15:59:04 PST 2018","Fri Dec 21 16:03:57 PST 2018","Mon Dec 24 16:03:57 PST 2018","","","","293","100% (4/4)","100% (4/4)","100% (1/1)","5c1d7ea9ecb63_YWSPNO7KN1OA1F_5ffab240a5413"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3TYCR1GOTCKC1V5UUB6NN5I94R3LZP","ACURSNZORZLQ3","Submitted","Fri Dec 21 16:21:55 PST 2018","Fri Dec 21 16:50:42 PST 2018","Mon Dec 24 16:50:42 PST 2018","","","","1727","100% (1/1)","100% (1/1)","0% (0/0)","5c1d88d640645_RSNZORZLQ3ACU_3ae92dc159ea3"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3UWN2HHPUY65OJM1BWSU44PVM73NSO","AUTYWXILTACCR","Submitted","Fri Dec 21 15:54:11 PST 2018","Fri Dec 21 15:57:21 PST 2018","Mon Dec 24 15:57:21 PST 2018","","","","190","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7d25b57fd_YWXILTACCRAUT_6c1f735e7371d"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3UXUOQ9OKEYCL28KEPPEN79Z0NT7A5","A1BIN5R8FF4FQR","Submitted","Fri Dec 21 18:12:32 PST 2018","Fri Dec 21 19:16:04 PST 2018","Mon Dec 24 19:16:04 PST 2018","","","","3812","100% (3/3)","100% (1/1)","0% (0/0)","5c1daae58d6f3_IN5R8FF4FQRA1B_f2ab3b6215a25"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3Z7ISHFUH0WHMOLB0MXJI0W3KR68ZS","AL7UTA8J27TFK","Submitted","Fri Dec 21 16:02:12 PST 2018","Fri Dec 21 16:15:32 PST 2018","Mon Dec 24 16:15:32 PST 2018","","","","800","100% (2/2)","100% (1/1)","0% (0/0)","5c1d7f06527bd_UTA8J27TFKAL7_e119387b5e052"
